customer_id,id,purchase_ts,product_id,product_name,currency,local_price,usd_price,purchase_platform
aa5475a0,21e5a87c28a,3/23/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
567a9760,927f3043139,5/13/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
22b663a1,271e2fb9753,10/31/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
80a86b9b,eb002dc1447,3/31/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
e578486c,e25951b04c7,4/21/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
a92049f4,4200b4ecb71,6/15/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
d7efc0d7,3c355aa9fe6,5/4/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
35ac273a,1cf964d7bee,9/4/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
c9bf3975,72b8a8f12ab,2/23/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
47b7a49d,3a7e89b62ec,5/24/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
a1d75ac6,a0b5c1333de,12/15/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
b96c2d9d,21e1c9e42f6,3/1/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
d1178b20,e77bf42579a,8/14/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
5ae7f9fb,abc42fa0664,11/8/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
1935c200,5c7c440cdeb,5/25/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
591f6184,ec654c708e3,1/10/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
457b8ac2,cc6d072b2b7,5/8/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
a46e892f,45a69609253,5/28/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
0188ee49,ba90d49a4e0,1/3/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
1a28a60e,2d99e5b1818,4/6/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
ff72d109,94ecb068785,5/18/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
f387a542,29aed16d1ee,11/11/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
bf7e223a,3a00984859d,2/11/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
ea8369d5,cc18836d536,4/29/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
e02a814a,3c34b3e25f7,4/6/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
bcfb0b51,16d92690a89,1/23/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
79fdee2f,5b762f285ce,5/18/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
01cb11a7,e7ce2cf66c3,6/19/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
acbe8198,4153adbe5cd,7/20/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
19a7a281,b2b788a96d8,8/7/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
591278b9,ea027618080,8/8/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
d889ba62,32c601572ad,8/30/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
17a2d2b5,1ba7f8a174a,2/26/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
0e8109fb,a5f8083b615,9/11/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
34ccd7d5,f9e2b829353,6/18/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
d0d13e0f,0061c62033d,6/28/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
579b6aeb,e48d7e567ef,8/9/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
07feb50a,d4188ef2249,5/14/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
cb682e56,9c62797fbd4,6/17/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
9cb7b44b,d61ebe3e711,7/26/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
d37dfc43,b88f22cfb36,8/26/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
6bf7a64f,e32fe88f6e8,9/28/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
c12712bf,34ea59c633a,7/26/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
78d77b18,cecccee2380,10/3/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
309cbbec,7466c1bf2fe,3/17/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
c58b996c,d87c47dad5f,4/24/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
9be8d9cb,9354d0bbb03,5/5/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
0aee1d6f,d465d389792,10/8/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
2bb08dad,8b1ad766de9,4/5/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
af7b8665,a0c1a12030f,8/18/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
85ec8832,6d297959ad3,10/29/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
341ae593,077cedfcff4,7/14/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
6a986cd8,cf87a79321b,8/6/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
cba38969,7610ea5fe6c,3/18/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
b85ab007,83b5736fa45,6/3/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
f236751a,7b97e0ea5c6,6/10/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
75f6af95,b88f61527d4,7/22/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
4dcdb8df,52444439f2e,12/4/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
54110081,f708ca39fe2,2/14/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
ab140539,347c6ee745f,4/3/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
1cb04a19,0bf70779329,4/23/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
0679358c,98d6c659360,6/16/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
6b1ddb37,46e78842c2c,7/24/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
617bef17,a8bef95da33,4/4/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
7f9fb118,a71a1f1ae93,4/13/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
81c08996,6bb82cc3db1,4/29/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
8dff97a1,eb8fab254d1,9/25/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
aa697d0c,ca33aab1efe,5/30/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
d75c7983,1bafb2ce6e1,5/29/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
51cad85a,6b49607316e,6/25/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
5e9b3a5d,08632755ecc,9/30/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
b42f3ce4,d15e7524f8e,7/24/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
589c1d8e,53d616091a8,9/6/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
606c2e11,1504a9a1827,4/13/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
c4815c06,5f63cb7a7fc,7/15/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
4bd7837d,f719362163e,2/4/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
16544672,940b40e27f4,2/27/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
be70e712,496808670ea,3/11/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
4ea936db,3a3e5ce9e92,4/17/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
5d0cd45c,af06c10acaf,5/20/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
e3571836,ddbdf3b0f87,5/25/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
e3f2a9ac,6257d36010b,6/6/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
f3a1f67c,282ba7b1c63,6/17/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
01ec21a1,84cc3835725,8/12/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
14428b22,fbe41c00e78,9/22/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
8ba9a4f3,aeb7f104a2d,3/4/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
b035821d,d531a733695,10/15/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
cb2fa372,7a464faeaa0,10/28/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
03f39cbb,2def93518b3,3/26/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
0243969b,cb714a5fdbb,1/5/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
c5f11808,537c3ddb56b,2/10/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
1bacda63,d96f2edeea7,6/18/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
e39792d1,9faca6fa51d,1/10/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
a6c54fe3,150b004a023,6/13/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
d063acc2,e97fd00ee63,12/10/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
698d3f7e,74afce4425b,6/19/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
951b595d,510165f03e3,7/19/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
ddebf2a2,28757768e6c,4/11/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
07e8118b,67d69f93bcf,5/5/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
eed32dbf,4e5d50655a2,12/19/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
1eb447b2,8fde1d86377,8/7/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
8f1ad7e8,dd90b413b6a,3/21/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
06a77aca,b9c98266bf7,3/27/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
fc95739c,34dff1da093,6/14/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
1daa5995,8fd011b9dc5,10/26/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
5ac3e110,f5b00785545,7/8/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
1ee14201,a54ba0ebb8f,11/3/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
ba5e40bf,510be30528c,11/9/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
2ef54b1f,8eb52a41848,12/5/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
8074e3b2,58cbe818bf9,1/16/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
5129a000,8d6e2d739ef,1/17/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
f9711d73,4b4aaa737eb,2/17/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
97b18a1b,33c49853445,3/23/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
34a9174f,4161acbe5c0,10/15/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
9bb7dee6,1066aa59a4f,4/7/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
f98617c1,bbb342b58e3,6/28/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
046b9fbd,a9182774cdf,8/17/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
aa370242,b4986ec0fb8,6/3/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
10f157be,1183b1dd355,11/13/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
615b347f,1489ad37539,6/21/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
e8031cf0,d27f75c7b33,8/14/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
540cf5ad,e0079587e78,8/17/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
eb05659a,3b0350e34ac,3/5/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
9efc51bd,3dc2edced7e,4/20/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
d8e86ebc,f95e92881de,12/31/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
d64648e8,9f01923afb1,8/2/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
00b6fd34,4aa38061ccd,8/31/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
67fca038,7265fafea3a,3/6/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
22e4bc53,4509821ad8c,4/12/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
6873aeed,1a9272826cc,4/18/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
158ded64,a208adbc231,5/21/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
189e51a9,9c13cd9e2b2,7/9/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
6d515bf9,abc61d12b97,9/22/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
7cf7575d,57c8bfe16e3,9/23/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
b6bfce6c,ea5c48b0659,10/27/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
df48276a,837588e1870,1/6/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
c650d001,090bd993dd1,5/13/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
734fdba0,a13d0874271,2/13/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
ed1835c3,7b7779b9de4,4/30/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
70b93fb3,7f4f4e6fdad,6/17/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
d4e9d656,3f3bacfb68c,10/2/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
a9f6f030,eaf786421ca,11/6/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
02fa0b6d,aaf60ccc594,5/2/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
f6978465,651ad9ae3ed,8/6/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
49a56509,d5dc3fe8f37,8/20/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
4822a6e0,0587859658c,11/28/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
c1bbdcf7,bba479a981a,1/13/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
dc1de60f,45a1de78ece,4/1/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
2d24dbc1,bce50d2557f,5/16/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
35384061,12e18330859,4/25/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
d2e11a6d,fb1b3676967,5/29/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
c7ecaaf9,14b88f83bbc,10/6/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
d564b2b1,2c29658c57d,10/14/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
740c49d3,37526735661,3/13/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
2b4b5201,672b54323c3,7/31/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
32a33c8f,6014d2d8ac6,11/2/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
96781fa1,727018e9fc6,1/23/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
3335286b,d065d995c5b,5/6/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
595c258d,71028cf8f2f,5/10/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
fbfe5692,c2507b42630,6/3/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
b8ed612e,1cf7dd11fe0,6/22/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
298f054a,8ab3246397d,2/3/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
a2432fcb,2bc7313373a,3/14/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
3a16e4ca,e432179954d,4/6/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
dfb88e4f,da99ae2bff2,12/5/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
2cc0a1fa,6d190bf7215,3/15/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
1b2450d9,5efca6d6afd,3/21/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
d9e582f2,3f56acf525b,5/21/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
e1e50642,0d9e6b14085,10/28/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
65eff3c9,a93a71ebdc1,9/3/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
33671c93,4a37c7ae1fc,1/29/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
3a5a2c79,71bbd12049c,3/9/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
7b31130d,253660d59e0,4/4/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
ab1d5a29,22d4a968d9c,11/4/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
d5a3c0b1,af07156b22b,1/9/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
19be43e5,7bca3cee5a1,2/27/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
9b88706b,f08db29a51d,11/10/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
b46582ee,5b5969f3788,12/4/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
9f8c9efe,61604f0e85c,3/23/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
f9db1bc4,239bd9b0de0,5/29/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
9f5ea2c4,ee500a61b66,11/4/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
3.53E+18,f967e036ddd,9/23/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
60f8472b,1cf1b146759,11/11/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
7f774e31,683c3ef9986,1/7/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
d85e4885,76ad5309a74,2/7/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
2962fedf,c16d4db4902,3/20/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
8c52ad51,1bf3991df66,5/14/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
63d1a2d0,289876dba1e,6/10/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
751d5c66,f071b67cb74,8/2/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
727ae4d1,1539b283ef0,8/28/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
a413da29,7fc698a7fbc,12/18/2020,04ac,ThinkPad Laptop,USD,1198,1198,website
4cb34833,ee6886b4020,6/19/2021,04ac,ThinkPad Laptop,USD,1198,1198,website
122664f4,4ea5cf90b66,6/4/2022,04ac,ThinkPad Laptop,USD,1198,1198,website
0a7ea2b2,1df513b9eb6,4/29/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
2608de5c,cbd508111d7,5/17/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
8490f588,b737d6b5c24,11/17/2019,04ac,ThinkPad Laptop,USD,1198,1198,website
